PIC ID,Reference Name,Reference Link,Year,Conference (VENUE),Website,AUTHORS
porcupinevest,Porcupine vest,https://www.instructables.com/id/How-to-Make-a-Porcupine-Vest/,2016,Instructables,http://www.katehartman.com/porcupine-vest/,KATE HARTMAN
nudgeables,Nudgeables,http://www.katehartman.com/projects/nudgeables/,2013,OCAD University,http://www.katehartman.com/projects/nudgeables/,KATE HARTMAN
fibreopticcoat,Fiberoptic coat,https://www.instructables.com/id/Fiber-Optic-Coat/,2015,Instructables,https://vimeo.com/133804055,Natalie Walsh
brainwavegarment,Brainwave controlled paper garment,https://www.instructables.com/id/Self-portrait-1/,2015,Instructables,https://vimeo.com/114793231,Kieun Kim
defoliationdress,Experimental defoliation dress,https://www.instructables.com/id/Falling-leaves-off-dress/,2014,Instructables,https://www.youtube.com/watch?time_continue=9&v=jCGS-wZbUcU,Birce Ozkan
grindbit,Gridbit,https://create.arduino.cc/projecthub/grindbit/grindbit-4eeb5d?ref=tag&ref_id=wearables&offset=42,2016,Arduino Project Hub,https://create.arduino.cc/projecthub/grindbit/grindbit-4eeb5d?ref=tag&ref_id=wearables&offset=42,"Peter Ma, Mica Wang, Lin Ochoa"
datatouch,DataTouch,https://create.arduino.cc/projecthub/datatouch/datatouch-tangible-presentations-6f706b?ref=tag&ref_id=wearables&offset=61,2016,Arduino Project Hub,https://www.youtube.com/watch?v=nW_fRaFwWVw,Fabian Hemmert
fingerdrums,Finger Drums,http://kieunkim.com/the-finger-drums,2015,,https://vimeo.com/109883574,Kieun Kim
revealuxion,Revealuxion,http://kieunkim.com/#/create-architectural-shapes/,2015,,http://kieunkim.com/#/create-architectural-shapes/,Kieun Kim
talktome,Talk to me,http://kieunkim.com/#/talk-to-me/,2014,,https://vimeo.com/97133431,Kieun Kim
codecreate,Code & Create – Wearable Technology Product Design Project,https://www.createeducation.com/resource/code-create-project/,,Create Education,https://www.createeducation.com/,Francesca Perona
commaterials,Exploring Computational Materials as Fashion Materials: Recommendations for Designing Fashionable Wearables,http://ijdesign.org/index.php/IJDesign/article/viewFile/2831/826,2018,Internation Journal of Design,http://ijdesign.org/index.php/IJDesign/article/view/2831,"Çağlar Genç, Oğuz Turan Buruk, Sejda İnal Yılmaz, Kemal Can, and Oğuzhan Özcan"
comint,User experiences of garment-based dynamic compression for novel haptic applications,https://dl.acm.org/citation.cfm?id=3347732,2019,ISWC,https://wtl.design.umn.edu/research/computer-mediated-compression.html,"Esther Foo, J Walter Lee, Crystal Compton, Simon Ozbek, Brad T Holschuh"
compvest,"Iterative design and development of remotely-controllable, dynamic compression garment for novel haptic experiences",https://dl.acm.org/citation.cfm?id=3346935,2019,ISWC,https://wtl.design.umn.edu/research/computer-mediated-compression.html,"Esther Foo, J Walter Lee, Crystal Compton, Simon Ozbek, Brad T Holschuh"
passcomp,Investigation of Subjective User Experiences of Applied Passive Compression on Varying Upper Body Locations,https://asmedigitalcollection.asme.org/BIOMED/proceedings/DMD2019/41037/V001T09A012/954608,2019,Design of Medical Devices Conference,https://wtl.design.umn.edu/research/computer-mediated-compression.html,"Esther Foo, J Walter Lee, Simon Ozbek, Brad T Holschuh"
smacom,"Low-Power, Minimal-Heat Exposure Shape Memory Alloy (SMA) Actuators for On-Body Soft Robotics",https://asmedigitalcollection.asme.org/BIOMED/proceedings/DMD2019/41037/V001T09A014/954550,2019,Design of Medical Devices Conference,https://wtl.design.umn.edu/research/computer-mediated-compression.html,"Simon Ozbek, Esther Foo, J. Walter Lee, Nicholas Schleif, Brad Holschuh"
knitcomp,Preliminary study of the subjective comfort and emotional effects of on-body compression,https://dl.acm.org/citation.cfm?id=3267279,2018,ISWC,https://wtl.design.umn.edu/research/computer-mediated-compression.html,"Esther Foo, J Walter Lee, Simon Ozbek, Brad T Holschuh"
surfcomtext,Surface-mount component attachment for e-textiles,https://dl.acm.org/citation.cfm?id=2808413,2015,ISWC,https://wtl.design.umn.edu/research/cut-and-sew.html,"Mary Ellen Berglund, Lucy E. Dunne, Cory Simon, Julia Duvall"
mobsupp,Design Tradeoffs in the Development of a Wearable Soft Exoskeleton for Upper Limb Mobility Disorders,https://asmedigitalcollection.asme.org/BIOMED/proceedings/DMD2019/41037/V001T09A013/954541,2019,Design of Medical Devices Conference,https://wtl.design.umn.edu/research/soft-exoskeleton.html,"Esther Foo, Heidi Woelfle, Brad Holschuh"
textbase,Toward Textile-Based Heating Devices for the Distal Extremities: Experimental Characterization of System Design Parameters,https://asmedigitalcollection.asme.org/BIOMED/proceedings/DMD2019/41037/V001T09A015/954559,2019,Design of Medical Devices Conference,https://wtl.design.umn.edu/research/personal-microclimate-control.html,"Ellen Dupler, Nika Gagliardi, Esther Foo, Simon Ozbek, Sophia Utset-Ward, Lucy Dunne"
thermact,Design of a Stitched Textile-Based Thermal Actuator Garment to Attenuate Peripheral Microclimate Experience,https://asmedigitalcollection.asme.org/BIOMED/proceedings/DMD2018/40789/V001T10A016/271944,2018,Design of Medical Devices Conference,https://wtl.design.umn.edu/research/personal-microclimate-control.html,"Nika Gagliardi, Esther Foo, Ellen Dupler, Simon Ozbek, Lucy Dunne"
thermactext,Toward the development of customizable textile-integrated thermal actuators,https://dl.acm.org/citation.cfm?id=3123160,2017,Ubicomp,https://wtl.design.umn.edu/research/personal-microclimate-control.html,"Esther Foo, Nika R Gagliardi, Nicholas Schleif, Lucy E. Dunne"
activecontracting,Active-Contracting Variable-Stiffness Fabrics for Self-Fitting Wearables,https://asmedigitalcollection.asme.org/SMASIS/proceedings-abstract/SMASIS2018/51944/V001T04A002/277956,2018,SMASIS,https://wtl.design.umn.edu/research/active_knits.html,"Kevin Eschen, Julianna Abel, Rachael Granberry, Brad Holschuh"
orthostatic,Active knit compression stockings for the treatment of orthostatic hypotension,https://dl.acm.org/citation.cfm?id=3123065,2017,ISWC,https://wtl.design.umn.edu/research/active_knits.html,"Rachael Granberry, Julianna Abel, Brad T Holschuh"
intolgarm,Effects of Anthropometric Variability and Dimensional Change Due to Posture on Orthostatic Intolerance Garments,https://ttu-ir.tdl.org/handle/2346/72935,2017,International Conference on Environmental Systems,https://wtl.design.umn.edu/research/active_knits.html,"Rachael Granberry, Lucy E. Dunne, Brad T Holschuh"
actcom,The Design and Development of Active Compression Garments for Orthostatic Intolerance,https://asmedigitalcollection.asme.org/BIOMED/proceedings/DMD2017/40672/V001T01A013/229310,2017,Design of Medical Devices Conference,https://wtl.design.umn.edu/research/active-compression-garments.html,"Julia Duvall, Rachael Granberry, Lucy E. Dunne, Brad Holschuh, Christopher Johnson, Kevin Kelly, Bruce Johnson, Michael Joyner"
multifuncgarm,An analysis of anthropometric geometric variability of the lower leg for the fit & function of advanced functional garments,https://dl.acm.org/citation.cfm?id=3123034,2017,ISWC,https://wtl.design.umn.edu/research/active-compression-garments.html,"Julia Duvall, Rachael Granberry, Lucy E. Dunne, Brad T Holschuh"
elastsens,Elastomer-Sensor Composite for Dynamic Pressure Measurement,https://wtl.design.umn.edu/research/elastomer-sensor.html,2019,Wearable Technology Lab,https://wtl.design.umn.edu/research/elastomer-sensor.html,"Mary Ellen Berglund, Esther Foo, Lucy E. Dunne, Brad T Holschuh"
wearsurv,A survey of the historical scope and current trends of wearable technology applications,https://dl.acm.org/citation.cfm?id=2971796,2016,ISWC,https://wtl.design.umn.edu/research/unified-smart-clothing-platform.html,"Mary Ellen Berglund, Julia Duvall, Lucy E. Dunne"
smartclothing,Smart Clothing in Practice: Key Design Barriers to Commercialization,https://www.tandfonline.com/doi/abs/10.2752/175693810X12640026716393,2015,"The Journal of Design, Creative Process & the Fashion Industry",https://wtl.design.umn.edu/research/unified-smart-clothing-platform.html,Lucy E. Dunne
washability,Washability of e-textile stretch sensors and sensor insulation,https://dl.acm.org/citation.cfm?id=2634326,2014,ISWC,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,"Guido Gioberto, Mary Ellen Berglund, Lucy E. Dunne, James Coughlin"
coarsesense,Coarse Sensing of Upper Arm Position Using Body-Garment Interactions,https://www.vde-verlag.de/proceedings-en/562883005.html,2005,IFAWC,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,"Lucy E. Dunne, Richard Tynan, Gregory M. P O'Hare, Barry Smyth, Sarah Brady, Dermot Diamond"
garmstruct,Evaluating the Impact of Garment Structure on Wearable Sensor Performance,https://ieeexplore.ieee.org/document/4373798?arnumber=4373798&tag=1,2007,IEEE International Symposium on Wearable Computers,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,"Lucy E. Dunne, Barry Smyth, Brian Caulfield"
optband,Optical Bend Sensing for Wearable Goniometry: Exploring the Comfort/Accuracy Tradeoff,https://www.emerald.com/insight/content/doi/10.1108/RJTA-14-04-2010-B008/full/html,2010,Research Journal of Textile and Apparel,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,Lucy E. Dunne
detectbend,Detecting bends and fabric folds using stitched sensors,https://dl.acm.org/citation.cfm?id=2494355,2013,ISWC,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,"Kaila Bibeau, Guido Gioberto, Lucy E. Dunne, James Coughlin"
garmbendsense,Garment-Integrated Bend Sensor,https://www.mdpi.com/2079-9292/3/4/564/htm,2014,Electronics,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,"Guido Gioberto, Lucy E. Dunne"
wearkneesensing,Garment-integrated wearable sensing for knee joint monitoring,https://dl.acm.org/citation.cfm?id=2642736,2014,ISWC,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,Guido Gioberto
lowlimb,Lower-limb goniometry using stitched sensors: effects of manufacturing and wear variables,https://dl.acm.org/citation.cfm?id=2634336,2014,ISWC,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,"Guido Gioberto, Cheol-Hong Min, Crystal Compton, Lucy E. Dunne"
measuremove,Measuring joint movement through garment-integrated wearable sensing,https://dl.acm.org/citation.cfm?id=2501085,2013,Ubicomp,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,Guido Gioberto
stitchcharacterization,Theory and characterization of a top-thread coverstitched stretch sensor,https://ieeexplore.ieee.org/abstract/document/6378296,2012,SMC,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,"Guido Gioberto, Lucy E. Dunne"
lowerbodysense,Sensing Lower Body Lifting Posture through Disposable Sensing Coveralls,https://lib.dr.iastate.edu/itaa_proceedings/2015/presentations/89/,2015,ITAA,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,"Cheol-Hong Min, Crystal Compton, Lucy E. Dunne"
senslega,Design and Development of Valgus-Sensing Leggings,https://asmedigitalcollection.asme.org/BIOMED/proceedings/DMD2017/40672/V001T05A017/229425,2017,Design of Medical Devices Conference,https://wtl.design.umn.edu/research/sensing-using-stitched-sensors.html,"Robert Pettys-Baker, Crystal Compton, Sophia Utset-Ward, Marc Tompkins, Brad T Holschuh, Lucy E. Dunne"
elastsens,Development of Elastomer-Strain Gauge Composite for On-Body Dynamic Force Measurement,https://ttu-ir.tdl.org/handle/2346/73033,2017,International Conference on Environmental Systems,https://wtl.design.umn.edu/research/elastomer-sensor.html,"Mary Ellen Berglund, Esther Foo, Lucy E. Dunne, Brad T Holschuh"
abra,"Abracadabra: Wireless, High-Precision, and Unpowered Finger Input for Very Small Mobile Devices",https://dl.acm.org/citation.cfm?id=1622199,2009,UIST,http://www.chrisharrison.net/index.php/Research/Abracadabra,"Chris Harrison, Scott E. Hudson"
skinput,Skinput: Appropriating the Body as an Input Surface,https://dl.acm.org/citation.cfm?id=1753394,2010,CHI,https://dl.acm.org/citation.cfm?id=1753394,"Chris Harrison, Desney Tan, Dan Morris"
fabritouch,FabriTouch: Exploring Flexible Touch Input on Textiles,https://dl.acm.org/citation.cfm?id=2634345,2014,ISWC,https://dl.acm.org/citation.cfm?id=2634345,"Florian Heller, Stefan Ivanov, Chat Wacharamanotham, Jan Borchers"
understandingtouch,Understanding Touch,https://dl.acm.org/citation.cfm?id=1979308,2011,CHI,https://dl.acm.org/citation.cfm?id=1979308,"Christian Holz, Patrick Baudisch"
digitspace,DigitSpace: Designing Thumb-to-Fingers Touch Interfaces for One-Handed and Eyes-Free Interactions,https://dl.acm.org/citation.cfm?id=2858483,2016,CHI,https://dl.acm.org/citation.cfm?id=2858483,"Da-Yuan Huang, Liwei Chan,Shuo Yang, Fan Wang, Rong-Hao Liang, De-Nian Yang, Yi-Ping Hung"
instaink,Instant Inkjet Circuits: Lab-based Inkjet Printing to Support Rapid Prototyping of UbiComp Devices,https://dl.acm.org/citation.cfm?id=2493486,2013,Ubicomp,https://dl.acm.org/citation.cfm?id=2493486,"Gregory D. Abowd, Cheng Zhang, Benjamin S. Cook, Steve Hodges, Yoshihiro Kawahara"
skinbut,"Skin Buttons: Cheap, Small, Low-Power and Clickable Fixed-Icon Laser Projections",https://dl.acm.org/citation.cfm?id=2647356,2014,UIST,https://dl.acm.org/citation.cfm?id=2647356,"Gierad Laput, Robert Xiao, Xiang 'Anthony' Chen"
sonarwatch,SonarWatch: Appropriating the Forearm as a Slider Bar,https://dl.acm.org/citation.cfm?id=2073374,2011,SIGGRAPH,https://dl.acm.org/citation.cfm?id=2073374,"Chao-Huai Su, Kai-Yin Cheng, De-Nian Yang, Bing-Yu Chen, Shu-Yang Lin, Rong-Hao Liang"
earput,EarPut: Augmenting Behind-the-Ear Devices for Ear-based Interaction,https://dl.acm.org/citation.cfm?id=2468592,2013,CHI,https://dl.acm.org/citation.cfm?id=2468592,"Roman Lissermann, Jochen Huber, Aristotelis Hadjakos, Max Mühlhäuser"
skintillates,Skintillates: Designing and Creating Epidermal Interactions,https://dl.acm.org/citation.cfm?id=2901885,2016,DIS,https://dl.acm.org/citation.cfm?id=2901885,"Joanne Lo, Nathan Wong, David Bui, Eric Paulos, Doris Jung Lin Lee"
biopotential,Botential: Localizing On-Body Gestures by Measuring Electrical Signatures on the Human Skin,https://dl.acm.org/citation.cfm?id=2785859,2015,MobileHCI,https://dl.acm.org/citation.cfm?id=2785859,"Denys J. C. Matthies,Simon T. Perrault, Bodo Urban, Shengdong Zhao"
soundtouch,The Sound of Touch: On-body Touch and Gesture Sensing Based on Transdermal Ultrasound Propagation,https://dl.acm.org/citation.cfm?id=2512821,2013,ITS,https://dl.acm.org/citation.cfm?id=2512821,"Adiyan Mujibiya, Xiang Cao, Desney S. Tan, Dan Morris, Shwetak N. Patel, Jun Rekimoto"
touchbhand,Touch Interface on Back of the Hand,https://dl.acm.org/citation.cfm?id=2037760,2011,SIGGRAPH,https://dl.acm.org/citation.cfm?id=2037760,"Kei Nakatsuma, Hiroyuki Shinoda, Yasutoshi Makino, Katsunari Sato, Takashi Maeno"
senskin,SenSkin: Adapting Skin as a Soft Interface,https://dl.acm.org/citation.cfm?id=2502039,2013,UIST,https://dl.acm.org/citation.cfm?id=2502039,"Masa Ogata, Yuta Sugiura, Yasutoshi Makino, Masahiko Inami, Michita Imai"
jennyplaylist,Jenny's Playlist Costume,http://www.nerding.at/making-of-jennys-playlist-costume/,,,https://www.flickr.com/photos/14412219@N04/sets/72157646533168146/,Kobakant
smartsoccershoe,Smart Soccer Shoe,https://dl.acm.org/doi/abs/10.1145/2971763.2971784,2016,ISWC,https://scholar.google.de/scholar?hl=de&as_sdt=0%2C5&q=Smart+Soccer+Shoe%3A+Monitoring+Foot-Ball+Interaction+with+Shoe+Integrated+Textile+Pressure+Sensor+Matrix&btnG=,"Bo Zhou,Harald Koerger, Harald Koerger, Constantin Zwick, Christine Martindale, Heber Cruz, Bjoern Eskofier, Paul Lukowicz"
hairIO,Häiriö: Human hair as interactive material,https://escholarship.org/uc/item/0dx6j893,2018,TEI,"https://scholar.google.de/scholar?cluster=7303651546679805027&hl=de&as_sdt=0,5","Christine Dierk, Sarah Sterman, Molly Jane Pearce Nicholas, Eric Paulos"
electriccorset,Electric Corset,http://irep.ntu.ac.uk/id/eprint/31034/,2017,RTD,http://irep.ntu.ac.uk/id/eprint/31034/,"Sarah Kettley, Katherine Townsend, Sarah Walker, and Martha Glazzard"
alterwear,AlterWear: Battery-Free Wearable Displays for Opportunistic Interactions,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/3173574.3173794,2018,CHI,https://scholar.google.de/scholar?hl=de&as_sdt=0%2C5&q=AlterWear%3A+Battery-Free+Wearable+Displays+for+Opportunistic+Interactions&btnG=,"Christine Dierk, Molly Jane Pearce Nicholas, Eric Paulos"
alternail,"AlterNail: Ambient, Batteryless, Stateful, Dynamic Displays at your Fingertips",https://dl-acm-org.ezproxy.lib.purdue.edu/doi/10.1145/3025453.3025924,2017,CHI,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/10.1145/3025453.3025924,"Christine Dierk, Tomás Vega Gálvez,Eric Paulos"
interioract,Interioractive: Smart Materials in the Hands of Designers and Architects for Designing Interactive Interiors,https://dl.acm.org/citation.cfm?id=3064745,2017,DIS,https://dl.acm.org/citation.cfm?id=3064745,"Sara Nabil, David S. Kirk, Thomas Plötz, Julie Trueman, David Chatting, Dmitry Dereshev, Patrick Olivier"
interarch,Interactive Architecture,https://dl.acm.org/citation.cfm?doid=3024969.3024981,2017,TEI,https://dl.acm.org/citation.cfm?doid=3024969.3024981,"Sara Nabil, David S. Kirk, Thomas Plötz"
digitalmat,Digital Materialities: Design and Anthropology,https://www.bloomsbury.com/uk/digital-materialities-9781472592590/,2016,Bloomsbury Academic,,"Sarah Pink, Elisenda Ardèvol, Dèbora Lanzeni"
comcomp,Computational Composites: Understanding the Materiality of Computational Technology,https://www.researchgate.net/publication/268509885_Computational_Composites_Understanding_the_Materiality_of_Computational_Technology,2009,ResearchGate,,ANNA VALLGÅRDA
seamlessseams,Seamless Seams: Crafting Techniques for Embedding Fabrics with Interactive Actuation,https://dl.acm.org/citation.cfm?id=3322369,2019,DIS,https://dl.acm.org/citation.cfm?id=3322369,"Sara Nabil, Jan Kučera, Nikoletta Karastathi, David S. Kirk, Peter Wright"
micromaterial,"Microcontrollers as material: crafting circuits with paper, conductive ink, electronic components, and an ""untoolkit""",https://dl.acm.org/citation.cfm?id=2460638,2013,TEI,https://www.media.mit.edu/projects/microcontrollers-as-material/overview/,"David A. Mellis, Sam Jacoby, Leah Buechley, Jie Qi, Hannah Perner-Wilson"
pscreen,Perceived Value Change via 3D Printed Bistable Structures,https://www.researchgate.net/publication/335822200_Perceived_Value_Change_via_3D_Printed_Bistable_Structures,2019,SMASIS,https://www.researchgate.net/publication/335822200_Perceived_Value_Change_via_3D_Printed_Bistable_Structures,"Wan Kyn Chan, Katie Riley, Andres F. Arrieta"
illum1,IllumiPaper: Illuminated Interactive Paper,https://www.imld.de/cnt/uploads/chi17_klamka_dachselt_illumipaper.pdf,2017,CHI,https://www.imld.de/en/research/research-projects/illumipaper/,"Konstantin Klamka, Raimund Dachselt"
